District Code,District Name (in English),District Census Code 2011,District Census Code 2001,Sub District Code,Sub District Name (in English),Sub District Census Code 2011,Sub District Census Code 2001,Village Code,Village Name (in English),Village Census Code 2011,Village Census Code 2001,Local Body Code,Local Body Name (in English),State Code,State Name
552,South Goa,586.0,2.0,5614,Ponda,5614.0,6.0,626856,Durbhat,626856,20400.0,254414,Durbhat,30,Goa
552,South Goa,586.0,2.0,5614,Ponda,5614.0,6.0,626852,Gangem,626852,19700.0,254522,Usgao-Ganjem,30,Goa
552,South Goa,586.0,2.0,5614,Ponda,5614.0,6.0,626867,Marcaim (Ct),626867,20300.0,254436,Marcaim,30,Goa
552,South Goa,586.0,2.0,5614,Ponda,5614.0,6.0,626861,Nirancal,626861,20900.0,254371,Betora-Nirancal,30,Goa
552,South Goa,586.0,2.0,5614,Ponda,5614.0,6.0,626866,Orgao (Ct),626866,18700.0,254517,Tivrem-Orgao,30,Goa
552,South Goa,586.0,2.0,5614,Ponda,5614.0,6.0,626864,Ponchavadi,626864,21300.0,254466,Panchawadi,30,Goa
552,South Goa,586.0,2.0,5614,Ponda,5614.0,6.0,945835,Ponda,0,,,,30,Goa
552,South Goa,586.0,2.0,5614,Ponda,5614.0,6.0,626868,Priol (Ct),626868,20000.0,254527,Veling-Priol,30,Goa
552,South Goa,586.0,2.0,5614,Ponda,5614.0,6.0,626850,Querim,626850,19500.0,254427,Querim,30,Goa
552,South Goa,586.0,2.0,5614,Ponda,5614.0,6.0,626871,Queula,626871,40125000.0,254478,Quela,30,Goa
552,South Goa,586.0,2.0,5614,Ponda,5614.0,6.0,626846,Savoi-Verem,626846,19100.0,254530,Verem-Vaghurme,30,Goa
552,South Goa,586.0,2.0,5614,Ponda,5614.0,6.0,626863,Shiroda,626863,21200.0,254498,Shiroda,30,Goa
552,South Goa,586.0,2.0,5614,Ponda,5614.0,6.0,626857,Telaulim,626857,20500.0,254512,Vadi Talaulim,30,Goa
552,South Goa,586.0,2.0,5614,Ponda,5614.0,6.0,626843,Tivrem,626843,18800.0,254517,Tivrem-Orgao,30,Goa
552,South Goa,586.0,2.0,5614,Ponda,5614.0,6.0,626873,Usgao (Ct),626873,19800.0,254522,Usgao-Ganjem,30,Goa
552,South Goa,586.0,2.0,5614,Ponda,5614.0,6.0,626858,Vadi,626858,20600.0,254512,Vadi Talaulim,30,Goa
552,South Goa,586.0,2.0,5614,Ponda,5614.0,6.0,626851,Vagurbem,626851,19600.0,254530,Verem-Vaghurme,30,Goa
552,South Goa,586.0,2.0,5614,Ponda,5614.0,6.0,626854,Velinga,626854,20100.0,254527,Veling-Priol,30,Goa
552,South Goa,586.0,2.0,5614,Ponda,5614.0,6.0,626845,Volvoi,626845,19000.0,254534,Volvoi,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626948,Adnem,626948,28000.0,254364,Balli-Adnem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626947,Ambaulim,626947,27900.0,254351,Ambaulim,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,910339,Amona,0,,,,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626934,Assolda,626934,26500.0,254360,Assolda,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626939,Avedem,626939,27100.0,254362,Avedem-Cotombi,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626949,Bali,626949,28100.0,254364,Balli-Adnem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626961,Barcem,626961,29300.0,254366,Barcem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626955,Bendordem,626955,28700.0,254364,Balli-Adnem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,924815,Cacora,0,,,,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626956,Cavorem,626956,28800.0,254384,Caurem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626967,Cazur,626967,29900.0,254384,Caurem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626940,Chaifi,626940,27200.0,254362,Avedem-Cotombi,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626958,Cordem,626958,29000.0,254364,Balli-Adnem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626966,Corla,626966,29800.0,254384,Caurem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626938,Cotombi,626938,27000.0,254362,Avedem-Cotombi,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,945840,Curchorem,0,,,,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,910340,Cusmane,0,,,,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,924817,Deao,0,,,,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626950,Fatorpa,626950,28200.0,254415,Fatorpa-Quitol,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626962,Goculdem,626962,29400.0,254366,Barcem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626937,Hodar,626937,26800.0,254360,Assolda,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626957,Maina,626957,28900.0,254384,Caurem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626968,Mangal,626968,30000.0,254384,Caurem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626945,Molcopona,626945,27700.0,254443,Molcornem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626946,Molcornem,626946,27800.0,254443,Molcornem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626953,Morpirla,626953,28500.0,254447,Morpirla,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626942,Nagvem,626942,27400.0,254443,Molcornem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626952,Naqueri,626952,28400.0,254453,Naqueri-Betul,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626959,Padi,626959,29100.0,254366,Barcem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626964,Pirla,626964,29600.0,254384,Caurem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626960,Quedem,626960,29200.0,254366,Barcem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,945841,Quepem,0,,,,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626963,Quisconda,626963,29500.0,254366,Barcem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626951,Quitol,626951,28300.0,254453,Naqueri-Betul,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626941,Sirvoi,626941,27300.0,254535,Xeldem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626965,Sulcorna,626965,29700.0,254384,Caurem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626954,Tiloi,626954,28600.0,254364,Balli-Adnem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626944,Undorna,626944,27600.0,254443,Molcornem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626969,Xeldem (Ct),626969,26900.0,254535,Xeldem,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626936,Xelvona,626936,26700.0,254360,Assolda,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626935,Xic-Xelvona,626935,26600.0,254360,Assolda,30,Goa
552,South Goa,586.0,2.0,5617,Quepem,5617.0,3.0,626943,Zanodem,626943,27500.0,254443,Molcornem,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626906,Adsulim,626906,24800.0,254369,Benaulim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626922,Ambelim,626922,26400.0,254352,Ambelim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626929,Aquem-Baixo,626929,40208000.0,254355,Aquem Baixo,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626919,Assolna,626919,26100.0,254361,Assolna,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626931,Benaulim (Ct),626931,40205000.0,254369,Benaulim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626895,Betalbatim,626895,23500.0,254370,Betalbatim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626891,Calata,626891,23100.0,254434,Majorda,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626890,Camurlim,626890,22900.0,254379,Camurlim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626904,Cana,626904,24600.0,254369,Benaulim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626917,Carmona,626917,25900.0,254382,Carmona,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626920,Cavelossim,626920,26200.0,254385,Cavelossim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626910,Cavorim,626910,25200.0,254387,Chandor-Cavorim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626911,Chandor,626911,25300.0,254387,Chandor-Cavorim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626933,Chinchinim (Ct),626933,40215000.0,254391,Chinchinim- Deussa,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626897,Colva,626897,23700.0,254395,Colva,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,926704,Cuncolim,0,,,,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626926,Curtorim (Ct),626926,24500.0,254408,Curtorim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626928,Davorlim (Ct),626928,40209000.0,254409,Davorlim Dicarpale,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626928,Davorlim (Ct),626928,40209000.0,254484,Rumdamol-Davorlim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626918,Deussua,626918,26000.0,254391,Chinchinim- Deussa,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626909,Dicarpale,626909,25100.0,254409,Davorlim Dicarpale,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626908,Dramapur,626908,25000.0,254413,Dramapur- Sirlim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626900,Duncolim,626900,24000.0,254497,Seraulim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626896,Gaundaulim,626896,23600.0,254395,Colva,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626894,Gonsua,626894,23400.0,254370,Betalbatim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626903,Guirdolim,626903,24400.0,254418,Guirdolim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626889,Loutulim,626889,22800.0,254432,Loutulim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626902,Macasana,626902,24300.0,254433,Macasana,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626892,Majorda,626892,23200.0,254434,Majorda,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,945836,Margao,0,,,,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626913,Mulem,626913,25500.0,254468,Paroda,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626888,Nagoa,626888,22600.0,254452,Nagoa,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626930,Navelim (Ct),626930,40207000.0,254455,Navelim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626924,Nuvem (Ct),626924,23000.0,254460,Nuvem,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626916,Orlim,626916,25800.0,254461,Orlim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626912,Paroda,626912,25400.0,254468,Paroda,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626901,Rachol,626901,24200.0,254480,Rachol,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626925,Raia (Ct),626925,24100.0,254481,Raia,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626927,Sao Jose De Areal (Ct),626927,40210000.0,254510,St. Jose-De-Areal,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626914,Sarzora,626914,25600.0,254495,Sarzora,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626899,Seraulim,626899,23900.0,254497,Seraulim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626905,Sernabatim,626905,24700.0,254395,Colva,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626915,Sirlim,626915,25700.0,254413,Dramapur- Sirlim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626907,Talaulim,626907,24900.0,254515,Telaulim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,924823,Talvorda,0,,,,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626893,Utorda,626893,23300.0,254434,Majorda,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626898,Vanelim,626898,23800.0,254395,Colva,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626932,Varca (Ct),626932,40206000.0,254523,Varca,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,924824,Varoda,0,,,,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626921,Velim,626921,26300.0,254526,Velim,30,Goa
552,South Goa,586.0,2.0,5616,Salcete,5616.0,2.0,626923,Verna (Ct),626923,22700.0,254532,Verna,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,626986,Antoriem,626986,31700.0,254491,Sanvordem,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627006,Bati,627006,33700.0,254373,Bhati,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,626990,Boma,626990,32100.0,254423,Kalay(Kalem),30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,626988,Calem,626988,31900.0,254423,Kalay(Kalem),30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627013,Colomb,627013,34400.0,254483,Rivona,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,626998,Comproi,626998,32900.0,254491,Sanvordem,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,626997,Coranginim,626997,32800.0,254491,Sanvordem,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,626996,Costi,626996,32700.0,254423,Kalay(Kalem),30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627000,Cotarli,627000,33100.0,254521,Uguem,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627007,Cumbari,627007,33800.0,254373,Bhati,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627012,Curdem,627012,34300.0,254406,Curdi,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627009,Dongor,627009,34000.0,254373,Bhati,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,626992,Dongurli,626992,32300.0,254423,Kalay(Kalem),30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,626995,Dudal,626995,32600.0,254423,Kalay(Kalem),30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627015,Kurpem,627015,34600.0,254406,Curdi,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,626994,Maulinguem,626994,32500.0,254423,Kalay(Kalem),30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,626999,Muguli,626999,33000.0,254521,Uguem,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627010,Naiquinim,627010,34100.0,254373,Bhati,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627018,Neturlim,627018,34900.0,254458,Neturlim,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627019,Nundem,627019,35000.0,254458,Neturlim,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,626991,Odxel,626991,32200.0,254423,Kalay(Kalem),30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,626993,Patiem,626993,32400.0,254521,Uguem,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627011,Porteem,627011,34200.0,254406,Curdi,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627005,Potrem,627005,33600.0,254373,Bhati,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627014,Rivona,627014,34500.0,254483,Rivona,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,626985,Rumbrem,626985,31600.0,254491,Sanvordem,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627002,Salauli,627002,33300.0,254521,Uguem,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,945842,Sanguem,0,,,,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,626987,Santona,626987,31800.0,254491,Sanvordem,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627021,Sanvordem (Ct),627021,40211000.0,254491,Sanvordem,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627017,Sigonem,627017,34800.0,254373,Bhati,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627004,Todou,627004,33500.0,254373,Bhati,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627003,Uguem,627003,33400.0,254521,Uguem,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627020,Verlem,627020,35100.0,254458,Neturlim,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627016,Vichundrem,627016,34700.0,254458,Neturlim,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627008,Viliena,627008,33900.0,254373,Bhati,30,Goa
552,South Goa,586.0,2.0,5618,Sanguem,5618.0,4.0,627001,Xelpem,627001,33200.0,254521,Uguem,30,Goa
